order_id,order_date,year,month,product_name,category,brand,unit_price,quantity,total_price,discount,discount_range,discount_category,is_discounted,final_price,customer_id,customer_name,region
ORD0285,2022-10-12,2022,October,Produk 80,Kebutuhan Harian,Lifebuoy,39249,2,78498,0.2,"(0.15, 0.22]",High,Yes,62798,C130,Customer 130,Yogyakarta
ORD0188,2022-07-07,2022,July,Produk 58,Snack,Indomaret,7717,5,38585,0.17,"(0.15, 0.22]",High,Yes,32026,C090,Customer 90,Jakarta
ORD0082,2022-03-23,2022,March,Produk 55,Kebutuhan Harian,Levi's,38719,4,154876,0.28,"(0.22, 0.3]",Very High,Yes,111511,C035,Customer 35,Bandung
ORD0002,2022-01-02,2022,January,Produk 4,Snack,Levi's,40840,2,81680,0.18,"(0.15, 0.22]",High,Yes,66978,C180,Customer 180,Surabaya
ORD0385,2023-01-20,2023,January,Produk 24,Pakaian,Levi's,41368,1,41368,0.16,"(0.15, 0.22]",High,Yes,34749,C116,Customer 116,Bandung
ORD0303,2022-10-30,2022,October,Produk 34,Pakaian,Aqua,33734,1,33734,0.23,"(0.22, 0.3]",Very High,Yes,25975,C068,Customer 68,Yogyakarta
ORD0197,2022-07-16,2022,July,Produk 30,Minuman,Indomaret,10299,3,30897,0.21,"(0.15, 0.22]",High,Yes,24409,C052,Customer 52,Medan
ORD0404,2023-02-08,2023,February,Produk 82,Minuman,Aqua,21438,2,42876,0.06,"(-0.001, 0.0775]",Low,Yes,40303,C054,Customer 54,Surabaya
ORD0011,2022-01-11,2022,January,Produk 19,Elektronik,Lifebuoy,48082,3,144246,0.14,"(0.0775, 0.15]",Moderate,Yes,124052,C211,Customer 211,Bandung
ORD0234,2022-08-22,2022,August,Produk 31,Kebutuhan Harian,Levi's,24956,2,49912,0.14,"(0.0775, 0.15]",Moderate,Yes,42924,C092,Customer 92,Bandung
ORD0386,2023-01-21,2023,January,Produk 60,Elektronik,Samsung,25908,2,51816,0.11,"(0.0775, 0.15]",Moderate,Yes,46116,C075,Customer 75,Medan
ORD0195,2022-07-14,2022,July,Produk 60,Elektronik,Samsung,25908,4,103632,0.16,"(0.15, 0.22]",High,Yes,87051,C231,Customer 231,Jakarta
ORD0471,2023-04-16,2023,April,Produk 19,Elektronik,Lifebuoy,48082,3,144246,0.12,"(0.0775, 0.15]",Moderate,Yes,126936,C093,Customer 93,Jakarta
ORD0119,2022-04-29,2022,April,Produk 49,Snack,Lifebuoy,14984,4,59936,0.06,"(-0.001, 0.0775]",Low,Yes,56340,C053,Customer 53,Bandung
ORD0396,2023-01-31,2023,January,Produk 63,Snack,Aqua,12311,2,24622,0.12,"(0.0775, 0.15]",Moderate,Yes,21667,C099,Customer 99,Surabaya
ORD0020,2022-01-20,2022,January,Produk 83,Minuman,Indomaret,45411,1,45411,0.02,"(-0.001, 0.0775]",Low,Yes,44503,C131,Customer 131,Medan
ORD0261,2022-09-18,2022,September,Produk 22,Minuman,Lifebuoy,13070,2,26140,0.17,"(0.15, 0.22]",High,Yes,21696,C059,Customer 59,Bandung
ORD0293,2022-10-20,2022,October,Produk 24,Pakaian,Levi's,41368,4,165472,0.26,"(0.22, 0.3]",Very High,Yes,122449,C147,Customer 147,Jakarta
ORD0422,2023-02-26,2023,February,Produk 76,Snack,Samsung,17342,3,52026,0.22,"(0.15, 0.22]",High,Yes,40580,C145,Customer 145,Yogyakarta
ORD0256,2022-09-13,2022,September,Produk 30,Minuman,Indomaret,10299,3,30897,0.11,"(0.0775, 0.15]",Moderate,Yes,27498,C051,Customer 51,Surabaya
ORD0222,2022-08-10,2022,August,Produk 58,Snack,Indomaret,7717,4,30868,0.03,"(-0.001, 0.0775]",Low,Yes,29942,C134,Customer 134,Medan
ORD0393,2023-01-28,2023,January,Produk 31,Kebutuhan Harian,Levi's,24956,3,74868,0.06,"(-0.001, 0.0775]",Low,Yes,70376,C227,Customer 227,Yogyakarta
ORD0226,2022-08-14,2022,August,Produk 100,Kebutuhan Harian,Levi's,18575,5,92875,0.16,"(0.15, 0.22]",High,Yes,78015,C044,Customer 44,Medan
ORD0053,2022-02-22,2022,February,Produk 64,Pakaian,Indomaret,33071,1,33071,0.06,"(-0.001, 0.0775]",Low,Yes,31087,C244,Customer 244,Bandung
ORD0428,2023-03-04,2023,March,Produk 19,Elektronik,Lifebuoy,48082,1,48082,0.16,"(0.15, 0.22]",High,Yes,40389,C115,Customer 115,Surabaya
ORD0355,2022-12-21,2022,December,Produk 48,Pakaian,Samsung,25806,1,25806,0.07,"(-0.001, 0.0775]",Low,Yes,24000,C099,Customer 99,Yogyakarta
ORD0500,2023-05-15,2023,May,Produk 45,Minuman,Samsung,36195,3,108585,0.25,"(0.22, 0.3]",Very High,Yes,81439,C086,Customer 86,Jakarta
ORD0342,2022-12-08,2022,December,Produk 100,Kebutuhan Harian,Levi's,18575,3,55725,0.12,"(0.0775, 0.15]",Moderate,Yes,49038,C039,Customer 39,Surabaya
ORD0364,2022-12-30,2022,December,Produk 94,Minuman,Aqua,8300,2,16600,0.07,"(-0.001, 0.0775]",Low,Yes,15438,C002,Customer 2,Yogyakarta
ORD0280,2022-10-07,2022,October,Produk 55,Kebutuhan Harian,Levi's,38719,2,77438,0.24,"(0.22, 0.3]",Very High,Yes,58853,C184,Customer 184,Yogyakarta
ORD0081,2022-03-22,2022,March,Produk 55,Kebutuhan Harian,Levi's,38719,1,38719,0.1,"(0.0775, 0.15]",Moderate,Yes,34847,C175,Customer 175,Medan
ORD0202,2022-07-21,2022,July,Produk 97,Snack,Aqua,29160,5,145800,0.03,"(-0.001, 0.0775]",Low,Yes,141426,C151,Customer 151,Surabaya
ORD0158,2022-06-07,2022,June,Produk 18,Snack,Lifebuoy,39393,2,78786,0.17,"(0.15, 0.22]",High,Yes,65392,C162,Customer 162,Yogyakarta
ORD0120,2022-04-30,2022,April,Produk 63,Snack,Aqua,12311,2,24622,0.17,"(0.15, 0.22]",High,Yes,20436,C024,Customer 24,Surabaya
ORD0059,2022-02-28,2022,February,Produk 92,Elektronik,Samsung,36480,3,109440,0.21,"(0.15, 0.22]",High,Yes,86458,C135,Customer 135,Medan
ORD0494,2023-05-09,2023,May,Produk 47,Minuman,Aqua,14916,5,74580,0.07,"(-0.001, 0.0775]",Low,Yes,69359,C104,Customer 104,Bandung
ORD0215,2022-08-03,2022,August,Produk 75,Elektronik,Indomaret,30522,1,30522,0.13,"(0.0775, 0.15]",Moderate,Yes,26554,C028,Customer 28,Bandung
ORD0128,2022-05-08,2022,May,Produk 57,Kebutuhan Harian,Indomaret,7079,2,14158,0.08,"(0.0775, 0.15]",Moderate,Yes,13025,C015,Customer 15,Medan
ORD0224,2022-08-12,2022,August,Produk 45,Minuman,Samsung,36195,5,180975,0.02,"(-0.001, 0.0775]",Low,Yes,177356,C028,Customer 28,Bandung
ORD0209,2022-07-28,2022,July,Produk 33,Minuman,Indomaret,42148,5,210740,0.26,"(0.22, 0.3]",Very High,Yes,155948,C013,Customer 13,Yogyakarta
ORD0370,2023-01-05,2023,January,Produk 17,Pakaian,Levi's,30150,1,30150,0.22,"(0.15, 0.22]",High,Yes,23517,C160,Customer 160,Jakarta
ORD0115,2022-04-25,2022,April,Produk 70,Pakaian,Indomaret,11645,5,58225,0.09,"(0.0775, 0.15]",Moderate,Yes,52985,C208,Customer 208,Medan
ORD0209,2022-07-28,2022,July,Produk 4,Snack,Levi's,40840,5,204200,0.18,"(0.15, 0.22]",High,Yes,167444,C013,Customer 13,Yogyakarta
ORD0014,2022-01-14,2022,January,Produk 20,Elektronik,Lifebuoy,12973,5,64865,0.06,"(-0.001, 0.0775]",Low,Yes,60973,C203,Customer 203,Bandung
ORD0009,2022-01-09,2022,January,Produk 47,Minuman,Aqua,14916,2,29832,0.27,"(0.22, 0.3]",Very High,Yes,21777,C103,Customer 103,Surabaya
ORD0040,2022-02-09,2022,February,Produk 91,Kebutuhan Harian,Indomaret,13519,1,13519,0.03,"(-0.001, 0.0775]",Low,Yes,13113,C059,Customer 59,Yogyakarta
ORD0450,2023-03-26,2023,March,Produk 15,Elektronik,Samsung,18224,5,91120,0.0,"(-0.001, 0.0775]",Low,No,91120,C197,Customer 197,Yogyakarta
ORD0237,2022-08-25,2022,August,Produk 70,Pakaian,Indomaret,11645,5,58225,0.15,"(0.0775, 0.15]",Moderate,Yes,49491,C190,Customer 190,Yogyakarta
ORD0281,2022-10-08,2022,October,Produk 47,Minuman,Aqua,14916,2,29832,0.17,"(0.15, 0.22]",High,Yes,24761,C081,Customer 81,Yogyakarta
ORD0359,2022-12-25,2022,December,Produk 78,Pakaian,Samsung,18087,1,18087,0.17,"(0.15, 0.22]",High,Yes,15012,C112,Customer 112,Yogyakarta
ORD0201,2022-07-20,2022,July,Produk 75,Elektronik,Indomaret,30522,3,91566,0.02,"(-0.001, 0.0775]",Low,Yes,89735,C229,Customer 229,Yogyakarta
ORD0246,2022-09-03,2022,September,Produk 9,Elektronik,Samsung,16694,2,33388,0.09,"(0.0775, 0.15]",Moderate,Yes,30383,C233,Customer 233,Medan
ORD0278,2022-10-05,2022,October,Produk 90,Minuman,Lifebuoy,15682,1,15682,0.15,"(0.0775, 0.15]",Moderate,Yes,13330,C101,Customer 101,Yogyakarta
ORD0235,2022-08-23,2022,August,Produk 16,Kebutuhan Harian,Aqua,45738,5,228690,0.06,"(-0.001, 0.0775]",Low,Yes,214969,C217,Customer 217,Bandung
ORD0494,2023-05-09,2023,May,Produk 69,Elektronik,Levi's,33865,1,33865,0.26,"(0.22, 0.3]",Very High,Yes,25060,C104,Customer 104,Bandung
ORD0004,2022-01-04,2022,January,Produk 61,Pakaian,Aqua,47460,1,47460,0.03,"(-0.001, 0.0775]",Low,Yes,46036,C015,Customer 15,Bandung
ORD0154,2022-06-03,2022,June,Produk 10,Snack,Indomaret,14524,1,14524,0.15,"(0.0775, 0.15]",Moderate,Yes,12345,C135,Customer 135,Yogyakarta
ORD0442,2023-03-18,2023,March,Produk 50,Pakaian,Levi's,6759,3,20277,0.21,"(0.15, 0.22]",High,Yes,16019,C226,Customer 226,Bandung
ORD0029,2022-01-29,2022,January,Produk 3,Kebutuhan Harian,Aqua,24256,1,24256,0.08,"(0.0775, 0.15]",Moderate,Yes,22316,C192,Customer 192,Surabaya
ORD0109,2022-04-19,2022,April,Produk 77,Kebutuhan Harian,Levi's,45806,3,137418,0.19,"(0.15, 0.22]",High,Yes,111309,C206,Customer 206,Jakarta
ORD0098,2022-04-08,2022,April,Produk 94,Minuman,Aqua,8300,5,41500,0.25,"(0.22, 0.3]",Very High,Yes,31125,C218,Customer 218,Yogyakarta
ORD0215,2022-08-03,2022,August,Produk 70,Pakaian,Indomaret,11645,3,34935,0.06,"(-0.001, 0.0775]",Low,Yes,32839,C028,Customer 28,Bandung
ORD0293,2022-10-20,2022,October,Produk 81,Kebutuhan Harian,Indomaret,15093,5,75465,0.28,"(0.22, 0.3]",Very High,Yes,54335,C147,Customer 147,Jakarta
ORD0075,2022-03-16,2022,March,Produk 51,Elektronik,Indomaret,46949,5,234745,0.17,"(0.15, 0.22]",High,Yes,194838,C092,Customer 92,Yogyakarta
ORD0326,2022-11-22,2022,November,Produk 19,Elektronik,Lifebuoy,48082,3,144246,0.09,"(0.0775, 0.15]",Moderate,Yes,131264,C003,Customer 3,Surabaya
ORD0146,2022-05-26,2022,May,Produk 42,Minuman,Lifebuoy,24816,2,49632,0.13,"(0.0775, 0.15]",Moderate,Yes,43180,C033,Customer 33,Bandung
ORD0128,2022-05-08,2022,May,Produk 35,Snack,Indomaret,9757,4,39028,0.09,"(0.0775, 0.15]",Moderate,Yes,35515,C015,Customer 15,Medan
ORD0341,2022-12-07,2022,December,Produk 46,Elektronik,Levi's,26566,1,26566,0.22,"(0.15, 0.22]",High,Yes,20721,C128,Customer 128,Jakarta
ORD0042,2022-02-11,2022,February,Produk 26,Kebutuhan Harian,Aqua,46914,4,187656,0.24,"(0.22, 0.3]",Very High,Yes,142619,C220,Customer 220,Yogyakarta
ORD0356,2022-12-22,2022,December,Produk 69,Elektronik,Levi's,33865,1,33865,0.25,"(0.22, 0.3]",Very High,Yes,25399,C007,Customer 7,Medan
ORD0041,2022-02-10,2022,February,Produk 93,Snack,Lifebuoy,24694,1,24694,0.3,"(0.22, 0.3]",Very High,Yes,17286,C170,Customer 170,Jakarta
ORD0422,2023-02-26,2023,February,Produk 64,Pakaian,Indomaret,33071,5,165355,0.24,"(0.22, 0.3]",Very High,Yes,125670,C145,Customer 145,Yogyakarta
ORD0034,2022-02-03,2022,February,Produk 37,Snack,Lifebuoy,15395,1,15395,0.18,"(0.15, 0.22]",High,Yes,12624,C058,Customer 58,Bandung
ORD0017,2022-01-17,2022,January,Produk 84,Kebutuhan Harian,Indomaret,31399,1,31399,0.1,"(0.0775, 0.15]",Moderate,Yes,28259,C100,Customer 100,Medan
ORD0165,2022-06-14,2022,June,Produk 49,Snack,Lifebuoy,14984,3,44952,0.16,"(0.15, 0.22]",High,Yes,37760,C037,Customer 37,Bandung
ORD0153,2022-06-02,2022,June,Produk 21,Minuman,Lifebuoy,13577,4,54308,0.01,"(-0.001, 0.0775]",Low,Yes,53765,C028,Customer 28,Bandung
ORD0486,2023-05-01,2023,May,Produk 74,Pakaian,Aqua,43565,3,130695,0.22,"(0.15, 0.22]",High,Yes,101942,C128,Customer 128,Yogyakarta
ORD0378,2023-01-13,2023,January,Produk 64,Pakaian,Indomaret,33071,1,33071,0.13,"(0.0775, 0.15]",Moderate,Yes,28772,C131,Customer 131,Bandung
ORD0076,2022-03-17,2022,March,Produk 5,Elektronik,Levi's,39622,5,198110,0.01,"(-0.001, 0.0775]",Low,Yes,196129,C111,Customer 111,Jakarta
ORD0087,2022-03-28,2022,March,Produk 100,Kebutuhan Harian,Levi's,18575,3,55725,0.02,"(-0.001, 0.0775]",Low,Yes,54610,C104,Customer 104,Medan
ORD0117,2022-04-27,2022,April,Produk 70,Pakaian,Indomaret,11645,3,34935,0.12,"(0.0775, 0.15]",Moderate,Yes,30743,C082,Customer 82,Medan
ORD0362,2022-12-28,2022,December,Produk 90,Minuman,Lifebuoy,15682,2,31364,0.18,"(0.15, 0.22]",High,Yes,25718,C060,Customer 60,Yogyakarta
ORD0342,2022-12-08,2022,December,Produk 4,Snack,Levi's,40840,1,40840,0.14,"(0.0775, 0.15]",Moderate,Yes,35122,C039,Customer 39,Surabaya
ORD0469,2023-04-14,2023,April,Produk 39,Minuman,Levi's,43356,5,216780,0.19,"(0.15, 0.22]",High,Yes,175592,C037,Customer 37,Bandung
ORD0027,2022-01-27,2022,January,Produk 35,Snack,Indomaret,9757,3,29271,0.14,"(0.0775, 0.15]",Moderate,Yes,25173,C038,Customer 38,Bandung
ORD0313,2022-11-09,2022,November,Produk 1,Pakaian,Levi's,41185,3,123555,0.2,"(0.15, 0.22]",High,Yes,98844,C098,Customer 98,Yogyakarta
ORD0287,2022-10-14,2022,October,Produk 24,Pakaian,Levi's,41368,5,206840,0.07,"(-0.001, 0.0775]",Low,Yes,192361,C054,Customer 54,Surabaya
ORD0134,2022-05-14,2022,May,Produk 57,Kebutuhan Harian,Indomaret,7079,1,7079,0.03,"(-0.001, 0.0775]",Low,Yes,6867,C088,Customer 88,Medan
ORD0219,2022-08-07,2022,August,Produk 100,Kebutuhan Harian,Levi's,18575,2,37150,0.18,"(0.15, 0.22]",High,Yes,30463,C062,Customer 62,Surabaya
ORD0168,2022-06-17,2022,June,Produk 70,Pakaian,Indomaret,11645,3,34935,0.15,"(0.0775, 0.15]",Moderate,Yes,29695,C104,Customer 104,Surabaya
ORD0098,2022-04-08,2022,April,Produk 41,Kebutuhan Harian,Aqua,9944,2,19888,0.01,"(-0.001, 0.0775]",Low,Yes,19689,C218,Customer 218,Yogyakarta
ORD0268,2022-09-25,2022,September,Produk 54,Snack,Levi's,29442,4,117768,0.11,"(0.0775, 0.15]",Moderate,Yes,104814,C113,Customer 113,Yogyakarta
ORD0237,2022-08-25,2022,August,Produk 46,Elektronik,Levi's,26566,1,26566,0.03,"(-0.001, 0.0775]",Low,Yes,25769,C190,Customer 190,Yogyakarta
ORD0309,2022-11-05,2022,November,Produk 60,Elektronik,Samsung,25908,4,103632,0.16,"(0.15, 0.22]",High,Yes,87051,C038,Customer 38,Medan
ORD0455,2023-03-31,2023,March,Produk 60,Elektronik,Samsung,25908,4,103632,0.12,"(0.0775, 0.15]",Moderate,Yes,91196,C035,Customer 35,Medan
ORD0394,2023-01-29,2023,January,Produk 57,Kebutuhan Harian,Indomaret,7079,4,28316,0.18,"(0.15, 0.22]",High,Yes,23219,C112,Customer 112,Yogyakarta
ORD0173,2022-06-22,2022,June,Produk 31,Kebutuhan Harian,Levi's,24956,1,24956,0.24,"(0.22, 0.3]",Very High,Yes,18967,C227,Customer 227,Jakarta
ORD0401,2023-02-05,2023,February,Produk 84,Kebutuhan Harian,Indomaret,31399,1,31399,0.09,"(0.0775, 0.15]",Moderate,Yes,28573,C110,Customer 110,Bandung
ORD0410,2023-02-14,2023,February,Produk 24,Pakaian,Levi's,41368,5,206840,0.29,"(0.22, 0.3]",Very High,Yes,146856,C161,Customer 161,Bandung
ORD0469,2023-04-14,2023,April,Produk 89,Pakaian,Samsung,35678,2,71356,0.16,"(0.15, 0.22]",High,Yes,59939,C037,Customer 37,Bandung
ORD0476,2023-04-21,2023,April,Produk 36,Elektronik,Levi's,24097,2,48194,0.19,"(0.15, 0.22]",High,Yes,39037,C099,Customer 99,Bandung
ORD0190,2022-07-09,2022,July,Produk 85,Pakaian,Indomaret,24846,5,124230,0.2,"(0.15, 0.22]",High,Yes,99384,C124,Customer 124,Medan
ORD0122,2022-05-02,2022,May,Produk 30,Minuman,Indomaret,10299,5,51495,0.2,"(0.15, 0.22]",High,Yes,41196,C217,Customer 217,Jakarta
ORD0046,2022-02-15,2022,February,Produk 24,Pakaian,Levi's,41368,4,165472,0.15,"(0.0775, 0.15]",Moderate,Yes,140651,C190,Customer 190,Yogyakarta
ORD0064,2022-03-05,2022,March,Produk 30,Minuman,Indomaret,10299,5,51495,0.13,"(0.0775, 0.15]",Moderate,Yes,44801,C132,Customer 132,Yogyakarta
ORD0130,2022-05-10,2022,May,Produk 86,Snack,Indomaret,20708,3,62124,0.02,"(-0.001, 0.0775]",Low,Yes,60882,C065,Customer 65,Jakarta
ORD0310,2022-11-06,2022,November,Produk 92,Elektronik,Samsung,36480,2,72960,0.01,"(-0.001, 0.0775]",Low,Yes,72230,C024,Customer 24,Bandung
ORD0363,2022-12-29,2022,December,Produk 7,Kebutuhan Harian,Aqua,44282,5,221410,0.11,"(0.0775, 0.15]",Moderate,Yes,197055,C113,Customer 113,Yogyakarta
ORD0193,2022-07-12,2022,July,Produk 35,Snack,Indomaret,9757,3,29271,0.1,"(0.0775, 0.15]",Moderate,Yes,26344,C063,Customer 63,Surabaya
ORD0307,2022-11-03,2022,November,Produk 55,Kebutuhan Harian,Levi's,38719,3,116157,0.12,"(0.0775, 0.15]",Moderate,Yes,102218,C123,Customer 123,Bandung
ORD0181,2022-06-30,2022,June,Produk 92,Elektronik,Samsung,36480,3,109440,0.04,"(-0.001, 0.0775]",Low,Yes,105062,C247,Customer 247,Jakarta
ORD0292,2022-10-19,2022,October,Produk 14,Minuman,Lifebuoy,37409,3,112227,0.22,"(0.15, 0.22]",High,Yes,87537,C129,Customer 129,Jakarta
ORD0371,2023-01-06,2023,January,Produk 10,Snack,Indomaret,14524,4,58096,0.26,"(0.22, 0.3]",Very High,Yes,42991,C247,Customer 247,Jakarta
ORD0282,2022-10-09,2022,October,Produk 80,Kebutuhan Harian,Lifebuoy,39249,3,117747,0.28,"(0.22, 0.3]",Very High,Yes,84778,C187,Customer 187,Yogyakarta
ORD0029,2022-01-29,2022,January,Produk 16,Kebutuhan Harian,Aqua,45738,4,182952,0.15,"(0.0775, 0.15]",Moderate,Yes,155509,C192,Customer 192,Surabaya
ORD0149,2022-05-29,2022,May,Produk 54,Snack,Levi's,29442,4,117768,0.21,"(0.15, 0.22]",High,Yes,93037,C234,Customer 234,Bandung
ORD0267,2022-09-24,2022,September,Produk 95,Minuman,Levi's,11722,3,35166,0.26,"(0.22, 0.3]",Very High,Yes,26023,C180,Customer 180,Surabaya
ORD0296,2022-10-23,2022,October,Produk 89,Pakaian,Samsung,35678,2,71356,0.13,"(0.0775, 0.15]",Moderate,Yes,62080,C053,Customer 53,Surabaya
ORD0011,2022-01-11,2022,January,Produk 77,Kebutuhan Harian,Levi's,45806,3,137418,0.09,"(0.0775, 0.15]",Moderate,Yes,125050,C211,Customer 211,Bandung
ORD0164,2022-06-13,2022,June,Produk 70,Pakaian,Indomaret,11645,3,34935,0.28,"(0.22, 0.3]",Very High,Yes,25153,C216,Customer 216,Medan
ORD0113,2022-04-23,2022,April,Produk 44,Elektronik,Samsung,29917,3,89751,0.15,"(0.0775, 0.15]",Moderate,Yes,76288,C040,Customer 40,Bandung
ORD0187,2022-07-06,2022,July,Produk 73,Elektronik,Samsung,16485,2,32970,0.15,"(0.0775, 0.15]",Moderate,Yes,28024,C015,Customer 15,Surabaya
ORD0295,2022-10-22,2022,October,Produk 45,Minuman,Samsung,36195,1,36195,0.05,"(-0.001, 0.0775]",Low,Yes,34385,C130,Customer 130,Yogyakarta
ORD0232,2022-08-20,2022,August,Produk 100,Kebutuhan Harian,Levi's,18575,1,18575,0.03,"(-0.001, 0.0775]",Low,Yes,18018,C250,Customer 250,Bandung
ORD0227,2022-08-15,2022,August,Produk 56,Snack,Levi's,32965,4,131860,0.25,"(0.22, 0.3]",Very High,Yes,98895,C084,Customer 84,Jakarta
ORD0310,2022-11-06,2022,November,Produk 84,Kebutuhan Harian,Indomaret,31399,4,125596,0.18,"(0.15, 0.22]",High,Yes,102989,C024,Customer 24,Bandung
ORD0098,2022-04-08,2022,April,Produk 82,Minuman,Aqua,21438,2,42876,0.1,"(0.0775, 0.15]",Moderate,Yes,38588,C218,Customer 218,Yogyakarta
ORD0055,2022-02-24,2022,February,Produk 57,Kebutuhan Harian,Indomaret,7079,5,35395,0.06,"(-0.001, 0.0775]",Low,Yes,33271,C249,Customer 249,Bandung
ORD0111,2022-04-21,2022,April,Produk 21,Minuman,Lifebuoy,13577,1,13577,0.17,"(0.15, 0.22]",High,Yes,11269,C249,Customer 249,Yogyakarta
